ㄹ,지역_소분류,매장명,테마명,장르,난이도,시간,오픈(리뉴얼),비고
경기/인천,용인,셜록홈즈 용인동백점,마녀시험,판타지,4,70분,2024.01.10,
경기/인천,용인,셜록홈즈 용인동백점,방탈출오락실,아케이드,3,75분,2024.02.08,
경기/인천,용인,셜록홈즈 용인동백점,돈에 돈돈,코믹,3,60분,2024.07.12,
경기/인천,용인,셜록홈즈 용인동백점,헨젤,스릴러,3,60분,2024.07.12,
경기/인천,용인,셜록홈즈 용인동백점,다우트,드라마,3,60분,2024.07.24,
경기/인천,용인,체셔캣 방탈출카페,이상한 나라의 초대,,3.5,60분,2018.09.13,
경기/인천,용인,체셔캣 방탈출카페,마법사의 세계,,3,60분,2017.12.23,
경기/인천,용인,체셔캣 방탈출카페,할머니는 마법사,,2,60분,2020.06.03,
경기/인천,용인,체셔캣 방탈출카페,빛과 그림자,,4,60분,2020.06.03,
경기/인천,성남,넥스트에디션 분당서현점,테마명을 뭐로 할지 못 정하겠어요ㅠㅠ,못정함,4,60분,2019.08.30,
경기/인천,성남,넥스트에디션 분당서현점,익명의 여자,드라마,2,60분,2019.08.30,
경기/인천,성남,넥스트에디션 분당서현점,몽중몽,오컬트,3,60분,2019.10.03,
경기/인천,성남,넥스트에디션 분당서현점,짠해,감성,3,60분,2019.10.03,
경기/인천,성남,넥스트에디션 분당서현점,너에게 가는 길,어드벤처,2,60분,2019.11.29,
경기/인천,성남,넥스트에디션 분당서현점,평범한 하루,미션,5,90분,2019.11.16,
경기/인천,성남,레전드이스케이프 서현점,후,추리,4,60분,2022.01.04,
경기/인천,성남,레전드이스케이프 서현점,제발 살아있으라,액션,2,60분,2022.01.04,
경기/인천,성남,레전드이스케이프 서현점,싸인,스릴러,5,70분,2022.01.04,
경기/인천,성남,레전드이스케이프 서현점,해프닝,공포,3,60분,2022.01.04(2023.01.04),
경기/인천,성남,레전드이스케이프 서현점,두근두근: 우리 사랑할래요?,로맨스,3,60분,2022.03.19,
경기/인천,성남,상상의문 분당서현점,히어 아이 엠,생존/탐험,3,70분,2022.08.02,
경기/인천,성남,상상의문 분당서현점,전당포 조필두,스릴러,2,60분,2022.08.02,
경기/인천,성남,상상의문 분당서현점,셔플월드,게임/판타지,3,70분,2022.09.10,
경기/인천,성남,상상의문 분당서현점,몽염: 도망칠 수 없는 꿈,공포,4,80분,2022.10.19,
경기/인천,성남,상상의문 분당서현점,역만,?,5,80분,2022.12.17,
경기/인천,성남,상상의문 분당서현점,시크릿 왕국의 스캔들 감독판,추리/잔혹동화,4,90분,2023.07.07,
경기/인천,성남,셜록홈즈 분당야탑점,빛과 그림자: 화이트의 죽음 2,드라마,3,60분,2018.12.21,
경기/인천,성남,셜록홈즈 분당야탑점,혼: 원혼의 저주,,4,60분,2018.12.21,
경기/인천,성남,셜록홈즈 분당야탑점,반 고흐의 방,,3,60분,2018.12.21,
경기/인천,성남,셜록홈즈 분당야탑점,무속인 살인사건,,4,60분,2018.12.21,
경기/인천,성남,셜록홈즈 분당야탑점,도둑들:문제도둑,,4,60분,2022.07.24,
경기/인천,성남,셜록홈즈 서현점,Molaq: 성 밖 이야기,판타지,3,60분,2022.10.29,
경기/인천,성남,셜록홈즈 서현점,Below: 성 안 이야기,판타지,4,60분,2022.10.29,
경기/인천,성남,셜록홈즈 서현점,대영어시대,코믹,3,60분,2022.10.29,
경기/인천,성남,셜록홈즈 서현점,디스트로이드,SF,3,70분,2023.01.06,
경기/인천,성남,씨이스케이프,오드바,,4,75분,2022.07.08,
경기/인천,성남,에피소드방탈출,럭키가이,,HARD,60분,2019.02,
경기/인천,성남,에피소드방탈출,소녀괴담,,NORMAL,60분,2018.12.29,
경기/인천,성남,에피소드방탈출,파파라치,,BASIC,60분,2018.12.29,
경기/인천,성남,에피소드방탈출,이레이저,,NORMAL,60분,2019.04,
경기/인천,성남,에피소드방탈출,데이드림,,EASY,60분,2019.03,
경기/인천,성남,제로월드 서현점,해리포터의 모험: 마법모자의 위기,모험/판타지,3,60분,2019.01.26,
경기/인천,성남,제로월드 서현점,피노키오 대탈출,모험/판타지,2,60분,2019.01.26,
경기/인천,성남,제로월드 서현점,검은집,공포/스릴러,3,60분,2019.02.05,
경기/인천,성남,제로월드 서현점,기억상실,추리/스릴러,4,60분,2019.03.19,
경기/인천,성남,제로월드 서현점,사계,감성,4,75분,2023.04.01,
경기/인천,성남,제로월드 서현점,홈어웨이,SF 미션,3,80분,2023.05.16,
경기/인천,성남,제로월드 서현점,폐쇄병동,공포,4,70분,2023.12.29,
경기/인천,이천,레전드이스케이프 이천점,마법사의 세계,,3,60분,2019.10.02,
경기/인천,이천,레전드이스케이프 이천점,혼: 원혼의 저주,공포,4,60분,2019.10.02,
경기/인천,이천,레전드이스케이프 이천점,미녀와 야수,,2,60분,2019.10.02,
경기/인천,이천,레전드이스케이프 이천점,호텔: 사라진 다이아몬드,,4,60분,2019.10.02,
경기/인천,이천,레전드이스케이프 이천점,반 고흐의 방,,3,60분,2019.10.02,
경기/인천,하남,셜록홈즈 미사점,요상한 저택의 비밀 다락방,판타지,3,60분,2023.12.05,
경기/인천,하남,셜록홈즈 미사점,다이스,판타지,4,60분,2023.12.05,
경기/인천,하남,셜록홈즈 미사점,셜록 곰즈,드라마,3,60분,2023.12.05,
경기/인천,하남,셜록홈즈 미사점,별별별 아카데미-별의 시험,"SF, 문제방",4,60분,2023.12.05,
경기/인천,구리,셜록홈즈 구리점,호텔: 사라진 다이아몬드,,4,60분,2018.07.04,
경기/인천,구리,셜록홈즈 구리점,무속인 살인사건,,4,60분,2019.03.30,
경기/인천,구리,셜록홈즈 구리점,미녀와 야수,,3,60분,2018.01,
경기/인천,구리,셜록홈즈 구리점,반 고흐의 방,,3,60분,2017.02.22,
경기/인천,구리,셜록홈즈 구리점,혼: 원혼의 저주,공포,4,60분,2017.09.14,
경기/인천,구리,두잇이스케이프 1호점,좀비 어택,공포,초중급,60분,2017.03,
경기/인천,구리,두잇이스케이프 1호점,추적자,스릴러,초급,60분,2017.03,
경기/인천,구리,두잇이스케이프 1호점,방탈소년단,,상급,60분,2020.10.14,
경기/인천,구리,두잇이스케이프 1호점,파라오의 비밀,모험,중급,60분,2017.04,
경기/인천,구리,두잇이스케이프 1호점,센스 앤 더 시티 사만다의 방,19금,상급,60분,2018.12.24,
경기/인천,구리,두잇이스케이프 2호점,비밀 갤러리 생일파티,,중급,60분,2018.07,
경기/인천,구리,두잇이스케이프 2호점,해커:The code breaker,,상급,60분,2018.01.27,
경기/인천,의정부,룸즈에이 의정부점,타임 키퍼,시간/판타지,4,60분,2020.06,
경기/인천,의정부,룸즈에이 의정부점,뽀득뽀득,큐트/목욕,4,60분,2020.05.01,
경기/인천,의정부,룸즈에이 의정부점,낭랑카페,힐링/판타지,3,60분,2020.05.01,
경기/인천,의정부,룸즈에이 의정부점,반짝반짝,잠입/탈취,4,60분,2020.05.01,
경기/인천,의정부,룸즈에이 의정부점,이상한 돈가스,큐트/코믹,4,60분,2020.05.01,
경기/인천,의정부,셜록홈즈 의정부점,빛과 그림자: 화이트의 죽음 2,스릴러 미스터리,3,60분,2018.12,2025.03.04 리뉴얼
경기/인천,의정부,셜록홈즈 의정부점,미녀와 야수,판타지,2,60분,2018.12,
경기/인천,의정부,셜록홈즈 의정부점,호텔:사라진 다이아몬드(의정부버전),잠입,4,60분,2018.12(2021.06.21),2025.03.4 리뉴얼
경기/인천,의정부,셜록홈즈 의정부점,강령술,미스터리,4,60분,2024.04.27,
경기/인천,의정부,셜록홈즈 의정부점,실종,공포,3,60분,2024.05.01,
경기/인천,의정부,액시트,냉동창고,,4,60분,2016.09.10(2020.12),
경기/인천,의정부,액시트,흉가,,5,60분,2016.09.10(2020.12),
경기/인천,의정부,액시트,감옥,,2,60분,2016.09.10,
경기/인천,의정부,액시트,폐쇄병동,,3,60분,2016.09.10,
경기/인천,의정부,트릭이스케이프,감옥탈출,탈출,3,60분,2016.04.07,
경기/인천,의정부,트릭이스케이프,뱀파이어의 저주,공포,4,60분,2016.04.07,
경기/인천,의정부,트릭이스케이프,미스테리 연구소,미스터리,5,60분,2016.05,
경기/인천,의정부,트릭이스케이프,호구와트,판타지,2,60분,2016.09,
경기/인천,의정부,트릭이스케이프,마피아,추격,4,60분,2017.07.17,
경기/인천,고양,더도어즈이스케이프,영웅을 찾아서,역사,3,60분,2017.04.10,
경기/인천,고양,더도어즈이스케이프,향수-공포삭제 ver.,,4,60분,2017.05(2018.09.2),
경기/인천,고양,더도어즈이스케이프,후 아 유,스릴러,3,60분,2017.04.10,
경기/인천,고양,더도어즈이스케이프,나홀로 집에,코믹,4,60분,2017.12.22,
경기/인천,고양,더도어즈이스케이프,위대하게 은밀하게,첩보,4,60분,2017.12.13,
경기/인천,고양,룸즈에이 일산라페스타점,행방불냥,고양이/큐트,3,60분,2018.05,
경기/인천,고양,룸즈에이 일산라페스타점,히어로 아카데미,히어로/아케이드,4,60분,2018.06.09,
경기/인천,고양,룸즈에이 일산라페스타점,안개꽃,감성/로맨스,4,60분,2018.05,
경기/인천,고양,룸즈에이 일산라페스타점,낭랑카페,힐링/판타지,4,60분,2018.05,
경기/인천,고양,룸즈에이 일산웨스턴돔점,반짝반짝,잠입/탈취,4,60분,2020.04.15,
경기/인천,고양,룸즈에이 일산웨스턴돔점,뽀득뽀득,큐트/목욕,4,60분,2020.04.15,
경기/인천,고양,룸즈에이 일산웨스턴돔점,시크릿 에이전트,잠입/수사,4,60분,2017.06.15,
경기/인천,고양,룸즈에이 일산웨스턴돔점,이상한 돈가스,큐트/코믹,4,60분,2020.04.21,
경기/인천,고양,룸즈에이 일산웨스턴돔점,타임 키퍼,시간/판타지,4,60분,2020.06.13,
경기/인천,고양,마스터키프라임 화정점,현월,드라마 퍼즐,4,60분,2019.06.03,
경기/인천,고양,마스터키프라임 화정점,헬프미,미스터리 감성,4,60분,2019.06.02,
경기/인천,고양,마스터키프라임 화정점,싸움의 기술:ZERO,액션 퍼즐,3,60분,2019.06.27,
경기/인천,고양,마스터키프라임 화정점,B지하철 13호선,공포,4,70분,2019.08.17,
경기/인천,고양,마스터키프라임 화정점,묘몽,드라마 감성,3,60분,2019.10.13,
경기/인천,고양,마스터키프라임 화정점,시간여행자,판타지 퍼즐,4,70분,2020.01.02,
경기/인천,고양,명란젓코난,마녀의 초대장,,4,60분,2019.03~04,
경기/인천,고양,명란젓코난,헨젤과 그레텔,,4.5,60분,2019.03~04,
경기/인천,고양,명란젓코난,공조,,4,60분,2019.12.06,
경기/인천,고양,명란젓코난,소원을 말해봐,,3.5,60분,2019.03~04,
경기/인천,고양,명란젓코난,생존자,,3,60분,2019.03~04,
경기/인천,고양,스토리메이커스,n(2023VER.),SF,4,180분,2022.05(2023.10.09),
경기/인천,고양,에베레스트이스케이프,에베레스트,SF,4,240분,2023.06.10,
경기/인천,고양,오늘탈출,첫 출근 이야기,?(감성테마 X),,240분,2019.11.19,2025년 12월 31일 종료
경기/인천,고양,큐방탈출카페 일산점,소녀의 꿈,,2,60분,2017.01.06,
경기/인천,고양,큐방탈출카페 일산점,밀정,,4,60분,2017.01.06,
경기/인천,고양,큐방탈출카페 일산점,군함도,,2,60분,2020.06.22,
경기/인천,고양,큐방탈출카페 일산점,사쿠라 하우스,,4,60분,2017.01.06,
경기/인천,고양,큐방탈출카페 일산점,백조의 호수,,3,60분,2017.01.06,
경기/인천,고양,큐방탈출카페 일산점,Z월드,,3,60분,2017.01.06,
경기/인천,고양,큐방탈출카페 일산점,서커스,,3,60분,2017.01.06,
경기/인천,고양,큐방탈출카페 일산점,꿈꾸는 다락방,,2,60분,2017.01.06,
경기/인천,고양,큐방탈출카페 일산점,프랑켄슈타인의 실험실,,2,60분,2017.01.06,
경기/인천,고양,큐방탈출카페 일산점,요코하마 차이나타운,,5,60분,2017.01.06,
경기/인천,고양,할리갈리인더룸 시즌2,감식반,스릴러 추리,3,40분,2022.07.16,
경기/인천,고양,할리갈리인더룸 시즌2,우물,공포,5,40분,2022.07.16,
경기/인천,고양,할리갈리인더룸 시즌2,정다운 밥상,드라마,5,40분,2022.07.16,
경기/인천,고양,할리갈리인더룸 시즌2,데스페라도,액션,3,40분,2022.07.16,
경기/인천,고양,할리갈리인더룸 시즌2,알리바이,추리,4,40분,2022.07.16,
경기/인천,고양,할리갈리인더룸 시즌2,학교 분신사바,공포,4,40분,2023.06.19,
경기/인천,김포,셜록홈즈 김포구래점,도둑들_경찰서를 털어라,잠입 문제방,4,60분,2024.08.31,
경기/인천,김포,셜록홈즈 김포구래점,셜록홈즈와 탈출의 방,튜토리얼 문제방,3,60분,2024.08.31,
경기/인천,김포,셜록홈즈 김포구래점,락인블랙_13번째 시간을 털어라,미션 문제방,3,60분,2024.08.31,
경기/인천,김포,셜록홈즈 김포구래점,살롱,공포,3,60분,2024.08.31,
경기/인천,김포,셜록홈즈 김포구래점,미스터케이스도서관,공포,3,60분,2024.08.31,
경기/인천,김포,제로월드 김포본점,해리포터의 모험 SE: 마법모자의 위기,모험/판타지,3,60분,2019.01.31(2023.12),
경기/인천,김포,제로월드 김포본점,검은사원,판타지/스릴러,4,75분,2019.03.29,
경기/인천,김포,제로월드 김포본점,피노키오 대탈출,모험/판타지,2,60분,2019.01.31,
경기/인천,김포,제로월드 김포본점,인형괴담,공포/미스터리,3,75분,2019.07.03,
경기/인천,김포,제로월드 김포본점,성역전설,모험/판타지,3,75분,2019.06.11,
경기/인천,김포,제로월드 김포본점,복희네 사진관 SE,공포/드라마/멜로,3,60분,2019.02.15(2023.12),
경기/인천,김포,제로월드 김포본점,어느 겨울밤,모험/판타지,3,60분,2019.12.19,
경기/인천,김포,제로월드 김포본점,탈옥:특별수용소,스릴러,4,75분,2020.02.16,
경기/인천,김포,제로월드 김포본점,제로호텔,스릴러,4,70분,2020.10.22,
경기/인천,김포,제로월드 김포본점,최면,미스터리/드라마,3.5,60분,2022.09.14,
경기/인천,부천,넥스트에디션 부천점,진시황,어드벤처(활동성 갑),3,60분,2018.06.28,
경기/인천,부천,넥스트에디션 부천점,집으로,스릴러,3,60분,2018.06.28,
경기/인천,부천,넥스트에디션 부천점,쌩얼,연애,3,60분,2018.06.28,
경기/인천,부천,넥스트에디션 부천점,주르륵주르륵,드라마,4,60분,2018.06.28,
경기/인천,부천,라비린스이스케이프,어사일럼,호러,5,60분,2025.01.18,
경기/인천,부천,라비린스이스케이프,포세이돈,SF,4,60분,2025.01.18,
경기/인천,부천,라비린스이스케이프,코어,SF,4,60분,2025.02.01,
경기/인천,부천,로스트템플 2,아라무무루,탐험 탐구,3,60분,2019.10,
경기/인천,부천,로스트템플 2,드라큘라 백작의 성,어둠 관찰,3,60분,2019.10,
경기/인천,부천,로스트템플 2,황룡동굴의 비밀,신비 환상,3,60분,2019.10,
경기/인천,부천,로스트템플 2,부두교의 저주,공포 스릴,4,60분,2019.10,
경기/인천,부천,로스트템플 2,파라오의 심판,응용 센스,3,60분,2019.10,
경기/인천,부천,방탈출 꿈소풍 부천점,몽환,"일상, 드라마",4,70분,2024.02.07,
경기/인천,부천,방탈출 꿈소풍 부천점,심곡: 자매 자살사건,"공포, 스릴러",3,70분,2024.03.06,
경기/인천,부천,방탈출 꿈소풍 부천점,라미: 두 개의 보물,어드벤처,3,70분,2024.04.02,
경기/인천,부천,방탈출 꿈소풍 부천점,홍주: 옥비녀의 비밀,추리,5,55분,2024.06.05,
경기/인천,부천,방탈출 꿈소풍 부천점,마이 올 킬,느와르,4,60분,2024.05,
경기/인천,부천,방탈출 꿈소풍 부천점,다마고치,?,3,60분,2024.08.05,
경기/인천,부천,버스티드,경성,,4,70분,2019.08.20,
경기/인천,부천,버스티드,탐정 B-브레인헌터의 진실,,5,80분,2021.07.30,
경기/인천,부천,버스티드,그림도 찾아주나요?,,3,60분,2022.08.27,
경기/인천,부천,버스티드,디 엔드,,3,60분,2022.08.27,
경기/인천,부천,버스티드,러브러브 퀴즈동아리,,5,90분,2024.04.17,
경기/인천,부천,셜록홈즈 부천점,프로젝트: 노아,SF 드라마,4,60분,2019.03,
경기/인천,부천,셜록홈즈 부천점,사각사각,,3,60분,2019.03,
경기/인천,부천,셜록홈즈 부천점,지옥의 배달부,판타지,3,60분,2019.12,
경기/인천,부천,셜록홈즈 부천점,호텔: 사라진 다이아몬드,,4,60분,2019.03,
경기/인천,부천,셜록홈즈 부천점,빈 집,스릴러,3,60분,2023.07.20,
경기/인천,부천,이스케이프나인,잠입 명령,잠입,3,60분,2016.09.30,예약불능
경기/인천,부천,이스케이프나인,고대던전의 비밀,어드벤처,4,60분,2018.12,예약불능
경기/인천,부천,이스케이프나인,악령술,공포,5,60분,2020.10.26,예약불능
경기/인천,부천,이스케이프나인,숨겨진 흔적,잠입,4,60분,2020.03,예약불능
경기/인천,부천,이스케이프나인,드림,?,4,85분,2024.08.07,예약불능
경기/인천,부천,이스케이프시티 부천신중동점,부자가 될 상인가,역사/모험,5,70분,2021.06.25,
경기/인천,부천,이스케이프시티 부천신중동점,바람 바람 바람,로맨스/코미디,4,60분,2021.06.25,
경기/인천,부천,이스케이프시티 부천신중동점,추억의 전당포,드라마,4,60분,2021.06.30,
경기/인천,부천,이스케이프시티 부천신중동점,원한,"공포,스릴러",3,60분,2021.07.05,
경기/인천,부천,코드네임,첫번째 임무,첩보,4,70분,2021.10.17,
경기/인천,인천,둠이스케이프 1호점,기담정,감성,4,70분,2018.12.19,
경기/인천,인천,둠이스케이프 1호점,렌더링,"추리,판타지",5,65분,2021.09.04,
경기/인천,인천,둠이스케이프 1호점,인앤아웃,판타지,4,65분,2022.01.13,
경기/인천,인천,둠이스케이프 2호점,디스토피아,공포,5,70분,2019.10.29,
경기/인천,인천,둠이스케이프 2호점,죄,"추리,추격",4,70분,2020.12.21,
경기/인천,인천,둠이스케이프 2호점,운명,"추리,멜로",4,70분,2020.01.22,
경기/인천,인천,둠이스케이프 2호점,인바이트,?,4,70분,2021.04.03,
경기/인천,인천,둠이스케이프 DTH점,슬래셔,공포,5,100분,2023.03.14,
경기/인천,인천,둠이스케이프 DTH점,트리거,탈출,3,65분,2024.02.19,
경기/인천,인천,둠이스케이프 DTH점,언리얼,잠입,4,80분+@,2024.04.25,
경기/인천,인천,둠이스케이프 DTH점,스네어,스릴러,3,65분,2024.11.26,
경기/인천,인천,룸즈에이 부평점,놈즈: 더 비기닝,수사,4,80분,2024.05.29,
경기/인천,인천,룸즈에이 부평점,아이언 게이트 프리즌,탈옥,4,75분,2024.05.29,
경기/인천,인천,룸즈에이 부평점,미스틱 클럽,미스터리/오컬트,4,75분,2024.08.24,
경기/인천,인천,룸즈에이 부평점,더 라스트 댄스,미션,4,80분,2024.09.13,
경기/인천,인천,리멤버방탈출 부평점,미녀와 야수,동화,3,60분,2021.09.11,
경기/인천,인천,리멤버방탈출 부평점,호텔: 기억조각,스릴러,4,60분,2021.09.11,
경기/인천,인천,리멤버방탈출 부평점,옥탑방 신사,감성,4,60분,2021.10.02,
경기/인천,인천,리멤버방탈출 부평점,해리포터와 마법사의 돌 1,판타지,3,60분,2021.11.15,
경기/인천,인천,리멤버방탈출 부평점,해리포터와 마법사의 돌 2,판타지,3,60분,2021.12.27,
경기/인천,인천,리멤버방탈출 부평점,REDEVIL,공포,3,60분,2022.01.11,
경기/인천,인천,리즌방탈출,반 고흐의 방,,2.5,60분,2017.04,
경기/인천,인천,리즌방탈출,전기톱 살인사건,,3.5,60분,2017.04,
경기/인천,인천,리즌방탈출,위험한 레시피,,3,60분,2017.04,
경기/인천,인천,리즌방탈출,크라임씬,,4,60분,2017.04,
경기/인천,인천,방탈출고,미녀와 야수,동화,3,60분,2017.07.28,
경기/인천,인천,방탈출고,저주받은 집-아일,스릴러,4,60분,2022.09.02,
경기/인천,인천,방탈출고,도둑들,잠입,4,60분,2017.07.28,
경기/인천,인천,방탈출고,암살,잠입,3,60분,2017.07.28,
경기/인천,인천,방탈출고,팬시,판타지,4,75분,2023.04.24,
경기/인천,인천,방탈출고,악귀가 되어 도닐다,스릴러,3,60분,2024.02.11,
경기/인천,인천,상상의문 부평점,쇼쿠진,공포,3,70분,2024.10.05,
경기/인천,인천,상상의문 부평점,420번지,스릴러,3,70분,2024.10.26,
경기/인천,인천,상상의문 부평점,흑신소,판타지/코미디,3,70분,2024.12.07,
경기/인천,인천,상상의문 부평점,행복목욕탕,드라마/판타지,3,80분,2025.01.07,
경기/인천,인천,서울이스케이프룸 부평점,404호 살인사건,범죄 추리물,4,60분,2016.08.03,
경기/인천,인천,서울이스케이프룸 부평점,유러피안 스파이,스파이 첩보물,4,60분,2016.08.03,
경기/인천,인천,서울이스케이프룸 부평점,회장님의 서재,관찰력,3,60분,2016.08.03,
경기/인천,인천,서울이스케이프룸 부평점,죽음을 부르는 재즈바,,5,60분,2016.08.03,
경기/인천,인천,서울이스케이프룸 부평점,알카트라즈 지하감옥,액션 어드벤처,5,60분,2016.08.03,
경기/인천,인천,셜록홈즈 구월인천점,파란지붕집,호러,3,60분,2019.08.28,
경기/인천,인천,셜록홈즈 구월인천점,던전을 부탁해,판타지,4,60분,2019.08.28,
경기/인천,인천,셜록홈즈 구월인천점,좀비여친,판타지,3,60분,2019.08.28,
경기/인천,인천,셜록홈즈 구월인천점,사라민,역사,4,60분,2019.08.28,
경기/인천,인천,셜록홈즈 구월인천점,지옥의 라이더,판타지,4,60분,2019.08.28,
경기/인천,인천,셜록홈즈 구월인천점,호텔: 사라진 다이아몬드,,2,60분,2019.08.28,
경기/인천,인천,셜록홈즈 부평점,수상한 형제들,,3,60분,2017.07.08,
경기/인천,인천,셜록홈즈 부평점,이상한 나라의 초대,,3,60분,2017.07.08,
경기/인천,인천,셜록홈즈 부평점,지하감옥,,3,60분,2017.07.08,
경기/인천,인천,셜록홈즈 부평점,혼: 원혼의 저주,,4,60분,2017.07.08,
경기/인천,인천,셜록홈즈 부평점,나쁜놈 나쁜놈 나쁜놈,어드벤처,4,60분,2019.09.12,
경기/인천,인천,셜록홈즈 부평점,펜타킬,스릴러,3,70분,2023.03.16,
경기/인천,인천,셜록홈즈 부평2호점,데스게임:벼랑 끝에 선 자들,스릴러,3,50분,2024.07.05,
경기/인천,인천,셜록홈즈 부평2호점,꿈사탕,"감성,판타지",3,60분,2024.07.05,
경기/인천,인천,셜록홈즈 부평2호점,스탕달 신드롬,공포,3,70분,2024.07.05,
경기/인천,인천,셜록홈즈 부평2호점,프로젝트 루나,"감성, 동화",2,60분,2024.07.05,
경기/인천,인천,셜록홈즈 부평2호점,YES! 예스트코,아케이드,3,50분,2024.07.05,
경기/인천,인천,셜록홈즈 부평2호점,리피트,드라마,4,65분,2024.07.14,
경기/인천,인천,어메이즈드 부평2호점,이탈리안 잡,,3.5,60분,2018.11.07,
경기/인천,인천,어메이즈드 부평2호점,REC,,4.5,60분,2019.11.17,
경기/인천,인천,어메이즈드 부평2호점,하시마,,4.5,60분,2021.01.23,
경기/인천,인천,어메이즈드 부평3호점,SHIFT: 고쿄의 하루,,,100분,2023.11.14,
경기/인천,인천,코드케이 구월점,납치,공포,4,60분,2017.07.25,
경기/인천,인천,코드케이 구월점,감옥탈출,액션,4,60분,2017.07.25,
경기/인천,인천,코드케이 구월점,좀비 90일 후,공포,4,60분,2017.07.25,
경기/인천,인천,코드케이 구월점,미스터리 거울의 방,공포,5,60분,2017.07.25,
경기/인천,인천,코드케이 구월점,충무공 이순신,액션,4,60분,2017.07.25,
경기/인천,인천,콜드케이스 2호점,악몽,공포,3,60분,2019.09.10,
경기/인천,인천,콜드케이스 2호점,인하로 77번길,납치,3,60분,2019.09.10,
경기/인천,인천,콜드케이스 2호점,알카트라즈,감옥,4,60분,2020.07.18,
경기/인천,인천,콜드케이스 2호점,바티칸,미스터리,4,60분,2021.07,
경기/인천,인천,콜드케이스 2호점,피라미드의 비밀,어드벤처,2,60분,2023.10,
경기/인천,인천,큐브이스케이프 인천구월점,타이타닉,어드벤처,5,60분,2016.04.08,
경기/인천,인천,큐브이스케이프 인천구월점,타워링,스릴러,4,60분,2016.04.08,
경기/인천,인천,큐브이스케이프 인천구월점,집착,추리/스릴러,4,60분,2016.04.08,
경기/인천,인천,큐브이스케이프 인천구월점,장기밀매,호러/19금,5,60분,2016.04.08,
경기/인천,인천,큐브이스케이프 인천구월점,신데렐라,동화/어드벤처,4,60분,2016.04.08,
경기/인천,인천,플레이더월드 부평점,노 웨이 아웃,스릴러,4,60분,2023.08.14,
경기/인천,인천,플레이더월드 부평점,세이브 더 월드,"게임, 어드벤처",3,60분,2023.08.14,
경기/인천,인천,플레이더월드 부평점,호스피스,공포,4,70분,2023.09.24,
경기/인천,인천,플레이더월드 부평점,별점테러 짜장나요,"코믹,추리",3,60분,2023.09.25,
경기/인천,인천,플레이더월드 부평점,구해줘 햄즈,"잠입, 코믹",3,60분,2024.02.06,
충청,당진,코드나인,할머니는 마법사,,3,60분,2019.11.01(2021.02),
충청,당진,코드나인,도둑들-문제도둑,,4,60분,2019.11.01,
충청,당진,코드나인,미녀와 야수,,3,60분,2019.11.01,
충청,당진,코드나인,프로젝트: 노아,,4,60분,2019.11.01,
충청,아산,셜록홈즈 아산점,노 룸,퍼즐,3,60분,2022.07.17,
충청,아산,셜록홈즈 아산점,악마를 보았다,스릴러,4,60분,2022.07.17,
충청,아산,셜록홈즈 아산점,대마법사 오셀로,,3,60분,2022.07.17,
충청,아산,셜록홈즈 아산점,말못해,,4,60분,2022.07.24,
충청,아산,셜록홈즈 아산점,귀로여관,"공포,드라마",4,70분,2022.07.29,
충청,천안,리멤버방탈출 천안점,기억을 먹어치우는 책,감성,3,60분,2022.09.27,
충청,천안,리멤버방탈출 천안점,미네타닉: 사건의 진실,추리,3.5,60분,2022.09.27,
충청,천안,리멤버방탈출 천안점,회무: 회색 안개의 끝,미스터리,2,60분,2022.09.27,
충청,천안,리멤버방탈출 천안점,형량,추리,3,80분,2022.11,
충청,천안,리멤버방탈출 천안점,삼원색,미스터리,4,60분,2022.11,
충청,천안,리멤버방탈출 천안점,마음친구,감성,3,60분,2022.11,
충청,천안,셜록홈즈 천안1호점,마법사의 세계,판타지,3,60분,2017.05,
충청,천안,셜록홈즈 천안1호점,호텔: 사라진 다이아몬드,"스릴러,드라마",3,60분,2018.07.04,
충청,천안,셜록홈즈 천안1호점,이상한 나라의 초대,판타지,3,60분,2017.05,
충청,천안,셜록홈즈 천안1호점,무속인 살인사건,공포,3,60분,2019.01,
충청,천안,셜록홈즈 천안1호점,찰리와 늠름한(?) 바나나 공장,"19금,코믹",4,60분,2020.06.20,
충청,천안,셜록홈즈 천안2호점,미즈몰리아와 수수께끼의 책,판타지,3,65분,2019.09.11,
충청,천안,셜록홈즈 천안2호점,TIED,드라마,3,60분,2019.09.11,
충청,천안,셜록홈즈 천안2호점,인생은 실전이다 종만아,스릴러,3,60분,2019.11.09,
충청,천안,셜록홈즈 천안2호점,던전: 비밀의 문,판타지,4,60분,2020.01.24,
충청,천안,ESC 천안점,사라진 카지노,,4,60분,2017.07~09,
충청,천안,ESC 천안점,프로젝트 z 2,,5,60분,2016.04.02,
충청,천안,ESC 천안점,헨젤과 그레텔,,3,60분,2016.04.02,
충청,천안,ESC 천안점,이스케이프 플랜 2,,5,60분,2016.04.02,
충청,천안,ESC 천안점,The Last Gamble 2,,4,60분,2016.04.02,
충청,천안,테라스페이스,한 탕,문제방,4,60분,2024.11.27,
충청,천안,테라스페이스,이세계 선술집,판타지,3,60분,2024.11.27,
충청,천안,테라스페이스,오버클럭,스팀펑크,4,60분,2024.11.27,
충청,천안,테라스페이스,아트갤러리,판타지 감성,4,60분,2024.12,
충청,천안,플레이포인트랩 천안두정점,경찰서를 털어라,코믹 어드벤처,3,60분,2017.08.19,
